author,text,date,likes,video_title
@designerfromarchitect4432,"Doyan ngepajakin diluar pajak, doyan goreng goreng2in.
Bahkan motor second lama.
pada akhirnya iphone baru bukan buat semua kalangan.
Yg jual diri demi iphone, ueedaan sih 😂 bikin garuk2 kepala.",2025-10-09T07:48:29Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@rasyafurqhon1286,Koq mandi bg ?,2025-10-09T07:44:04Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@dokter_cadel,MENDANG MENDINg😂😂😂,2025-10-09T07:37:50Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@Tesafebriyantii,"Aifon, aeer..",2025-10-09T07:37:32Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@HQ7104,"Harusnya di ckd in dgn embel2 TKDN itu harusnya lbh murah.. ""HARUSNyA"".. tp ini malah jauh lbh mahal? Mending beli diluar dan bayar pajak.. msh lbh murah.. klo 43jt buat yg varian 2T siy skip aja lah.. gak worth.. teknologi gak ada yg baru harga naik 4-5jtan lbh.... udah gtu skrg udah banyak komplain an tentang build quality nya.. makin gak minat.. skiiipp.. 16 pro max dulu aja bertahan sampe isi otak apple store di indo waras dikit buat nentuin harga 😂😂😂",2025-10-09T07:25:33Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@idhamkurniawan9880,msh menunggu tentang M chip,2025-10-09T07:20:33Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@romihendra6032,itu duit semua bg? atau ada campur daun? wkwkwkwk,2025-10-09T07:16:32Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@pohonklenthang7443,Mahal,2025-10-09T07:15:58Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@muhammadrheza5944,"16 pro max rilis indo harganya 22.5jt, kenapa 17 pro max harganya jadi 25.7jt ? Iya sih ada kenaikan pajak barang mewah jadi 12%, tapi masa sih naik sampe 3jutaan ? 😅",2025-10-09T07:11:37Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@project6098,"Kalo ngeliat yg udah-udah, Patern harganya abis tahun baru 2026, 17 base - 16.499.000, Air - 19.499.000, Pro - 21.999.000, Pro Max - 22.999.000",2025-10-09T07:05:54Z,13,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@taufiq9282,Hp mahal gak dapet kepala ces 😭😭😭,2025-10-09T07:00:49Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@deniofi-qs8ll,Kok hampir kyk vertu ya😮,2025-10-09T06:56:51Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@RandomVideo_188,😂 Anjir...Di Goreng Dadakan Harganya 😂,2025-10-09T06:56:32Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@stillalive5780,Wah wah wah 🗿🗿🗿,2025-10-09T06:47:14Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@rosellewijaya2880,Nambahin dikit dapet yg lipet 3 bang 😂,2025-10-09T06:47:04Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@Geboyajegile,"Waktu belasan juta okelah, naik 20 JT an masih ya kebeli.
Dah 30-40 itu gila😂 najis buat sebuah handphone batangan😂😂

Tunggu brp bulan juga dah turun",2025-10-09T06:40:12Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@sikloen2312,Bang tidur bang,2025-10-09T06:37:55Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@gilangpratama2806,dulu 11 pro max 64gb 18jt skrg cuman dapa base model 😂,2025-10-09T06:35:59Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@DurranTango,"Tim Memasak: donatur dilarang ngatur😂



Belilah hape sesuai kebutuhan dan kemampuan finansial kalian",2025-10-09T06:28:41Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@ridwan_tricks,"Gak espek coy iPhone Air ada yang 30jtan , okelah kalau Pro Max sampai 40jtan masih ku maklumin😂",2025-10-09T06:27:09Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@RendiAE,"Menyala indonesia, di Taiwan 17 pro max sekitar 46.000 NTD atau 23jt.
Kenapa sangat mahal, you know lah 😂",2025-10-09T06:24:13Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@stupidnb7,"buset deh.. mahal banget ya.. dan itu baru hapenya aja sama kabel casan, ga dapet bonus bundle kayak jam tangan atau barang lain .. hmm.. lanjut kerja dulu deh wkwkwkw",2025-10-09T06:20:40Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@daviryder,Seharga tanah di bogor anjay,2025-10-09T06:20:03Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@yudhyyoudie1030,"Lama2 nunggu seri IP yg harga nya tembus 50 jt, & warga indo antusias pd mau beli 🤣🤣, dibilang mau dibuat susah kaya tapi malah kyk yg gk sabar mau buang uang sebesar itu,, kembali pd hasrat dan hawa nafsu msng2 pribadi  lah.. 😌",2025-10-09T06:19:52Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@kacamataotomotif,kira2 nunggu berapa bulan bru normal harganya? kalau ada yg promo2 di ibox sekitaran berapa bulan gitu setelah peluncuran resmi,2025-10-09T06:10:06Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@panjibp11,Nyimak p55 5g 😂,2025-10-09T06:08:50Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@jujursekuttt,"om, aku mau yang 2 tb...",2025-10-09T06:08:02Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@adikurnia5364,"Nunggu M5 ipad gw ntar, tinggal nyelundup ga ada pajak krena wifi only😂",2025-10-09T06:05:24Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@ModemIm3,Harga iphone tidak ramah di kantong saya,2025-10-09T06:02:08Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@hvzfdly,Bertahan 16 pro aja dah walaupun cuma 128gb ssd ekternal aing 1Tb 😂.,2025-10-09T06:01:21Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@dimasadisusanto605,"Nonton video ini sambil makan nasi + telor ceplok tok till.. sambil ngebatin, ""gilakk, dunia sudah gilaakk"" pake k",2025-10-09T05:57:06Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@mistermager,Cukup nonton dari iphone 12 mini yang battery health 73%.,2025-10-09T05:48:57Z,1,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@lyoutube7750,"harga official 13 jt, di ibox 17.5 jt ya kacau per unit",2025-10-09T05:48:22Z,9,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@hermawanargentino3916,Bukan untuk kaum mendang mending 😅,2025-10-09T05:47:25Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@user-qr9pb6oy1w,"Saya yakin IPhone pusat nya pun kaget. Bahkan Iphone Malaysa, Vietnam dstnya ketawa pas tahu",2025-10-09T05:45:30Z,19,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@andinizar1234,udah like tuh,2025-10-09T05:43:08Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@Tonilie2025,"Jangan dibeli dulu gess, harganya sudah jelas di markup.",2025-10-09T05:42:51Z,18,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@mondaymill,"Najis bgke, negara isinya orang suka monopoli",2025-10-09T05:38:32Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@ahaban.r,Abang kan perna ketemu Mas Tim Cook yaudah sih bang bilang ke beliau gw mau buka toko resmi trus minta modal ke pak Dedey Corbuzier 😂,2025-10-09T05:35:24Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@huskeywoosh,"Memang kalau acuan perbandingannya sama negara lain Indonesia yang paling mahal. Terlepas dari harga di Indonesia paling mahal dari negara lain, kalau dilihat lagi yang base model cukup murah. Coba kita ambil acuan iphone yang keluarnya cepat (untuk konfigurasi storage yang sama di 256)
1. iPhone 13 256GB - Rp17.499.000 (iBox PO Start 12/11/2021)
2. iPhone 14 256GB - Rp18.999.000 (iBox PO Start 28/10/2022)
3. iPhone 15 256GB - Rp18.499.000 (iBox PO Start 20/10/2023)
4. iPhone 17 256GB - Rp17.249.000 (iBox PO Start 10/10/2025)
Jangan lupa juga bandingin fitur dan spesifikasi hardware yang ditawarin:))",2025-10-09T05:35:01Z,51,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@notperson0,"Padahal antusiasme iphone diindo gk kalah sama negara lain, bahkan byk yg rela jual diri demi iphone",2025-10-09T05:24:18Z,5,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@kyludlukhdkh-eu7ih,Emang penjajah orang pribumay,2025-10-09T05:19:59Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@ambemotovlog,8:25 perbandingan dengan beli langsung di luar indo. Dengan resmi indo,2025-10-09T05:17:45Z,5,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@MohToher-g4x,"M A H A L, TEKNOLOGI SEDERHANA! MENDING XIAOMI 17 PRO MAX! HARGANYA CUMA 17 JT AN!",2025-10-09T05:07:12Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@komangsuryawan2898,ginjalku bergetar melihat harganya....,2025-10-09T05:02:11Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@LuLu-cr6mj,"uda beli di tokped pake voucher dll 17 promag dapet base storage di 24,7jt",2025-10-09T05:02:02Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@KudaMagang,"nunggu 3 tahun lagi, sampai harganya nyentuh 10 juta",2025-10-09T04:55:29Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@radencanggih1101,#mendingpoco,2025-10-09T04:53:40Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@zaenalwajid,Harga monopoli gesya,2025-10-09T04:52:48Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@indahlupiana8308,"Rekomendasi dong ka, sebaiknya beli iphone dimana.?",2025-10-09T04:46:46Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@traitor19mandala58,Di indonesia mereka goreng² harganya 😂 ngeri sekali 😂,2025-10-09T04:46:46Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@hijaukuning9982,Minat yg Base nya... Nungguin Hype nya mereda dulu  di indo siapa tau harganya bisa turun,2025-10-09T04:45:54Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@BruneiDarussalam-i7j,Negara saya saja gak segitu harganya dek,2025-10-09T04:45:34Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@AntonCool-k2u,Dilemparin banh bayar parkir 1rb😂😂😂,2025-10-09T04:43:45Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@tribawonosarjonoputra1134,selaw bro ani ani abis pada ngangkang lgsg pada beli !! 😂😂😂,2025-10-09T04:43:36Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@fernandosilitonga7202,Murah banget,2025-10-09T04:41:43Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@keneketodaily,mata bengkak gitu bang,2025-10-09T04:41:05Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@rbg,padahal tarif resiprokal impor dari USA 0%,2025-10-09T04:38:27Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@swiftichi,gak ngotak ambil margin. 799$ jadi 17jtan bro. gila gila,2025-10-09T04:38:02Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@Adhiketut,"Belilah kalau punya uang,  inti nya ini hp bukan buat kaum mendang mending ya😅",2025-10-09T04:34:44Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@616dora,Alhamdulilah udah kebeli iphone 17,2025-10-09T04:33:40Z,2,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@p1gaming873,Seharga motor hp nya ringkih,2025-10-09T04:30:54Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@fathirzforevers2731,40 jta dpat hp 1 mnding beli motor 1 aj bsa buat keliling kota 😂,2025-10-09T04:30:46Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@AwiSyarkawi-t3p,Parkir aka 2 Rb ka 😂😂😂😂,2025-10-09T04:27:38Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@JunaEldgard,Yaaa ya yaa,2025-10-09T04:25:13Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@m.f.a_26,"3:17 https://youtu.be/Mji-kQjN-pc
bang kok tumben gk mendang-mending Start Harga base model versi sebelumnya kayak video yang udah-udah? apakah terlalu jauh bandingnya wkwkwk 🤧😂",2025-10-09T04:22:48Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@VivianaHermayanie-d8p,Ntar juga lebih murah ditoktok,2025-10-09T04:20:12Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@aladobobi_an-andoladosi,"ujung2nya, kata pamungkas bang Indra.....well,,,,,,,,,Terserah......🤣",2025-10-09T04:17:32Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@pobear6040,"Masih nungguin lho bang review macbook pro m4 base, kemarin cuma unboxing",2025-10-09T04:17:30Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@PakDe5691,"Ha ha ha .....
Iphone di jual resmi di Indonesia tapi melalui  importir atau authorized atau reseller  ini yg bikin harga jadi mahal ..
Barang resmi rasa inter klaim garansi susah  mau servis susah beli part susah ..

Kenapa dan ada apa Pemerintah Indonesia tdk mewajibkan Apple mendirikan Apple Store di Indonesia .. apakah memang disengaja .. padahal pengguna produk Apple cukup banyak .. 
Pemerintah hanya fokus TKDN yg nggak jelas untuk infestasi apa  dan tdk ada dampak positifnya sama konsumen produk Apple  yg sudah bayar pajak besar .. 
Apakah ada permainan terselubung antara pihak ke 3 dg oknum terkait pajak kita juga tdk tau ..",2025-10-09T04:14:29Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@adhims9967,"Jangan beli , sebelum ada Apple store resmi...biar harga makin murah, klaim garansi lebih mantap. Dan lebih cepat rilis nya begitu intisari nya",2025-10-09T04:08:25Z,4,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@slowlivingindonesia2024,"sudah saatnya Apple masuk resmi ke Indonesia, kenapa sih tetap mau nurut beli ke Erajaya?",2025-10-09T04:06:30Z,5,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@mypermana7808,"harga nya kok sampe 40juta, emang yang di dapat apa ya",2025-10-09T04:04:24Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@riobintang4020,Kalo beli di apple store china worth it gak guys?? Bantu jawab dongg,2025-10-09T04:01:25Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@eraproduction7135,Ibox mulai menunjukkan jati dirinya 😅😅😅,2025-10-09T03:58:47Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@robyilham07,Gpp mahal biar jarang yg pake😂,2025-10-09T03:57:17Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@iand_andi,Harga sgtu dengan hp yg tdk ada perubahan dan inovasi,2025-10-09T03:55:16Z,8,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@HaydarAhmadGibranYulianto,masa iya iphone 17 512GB 21 juta iPhone Air 30 juta iPhone 17 pro 33 juta iPhone 17 pro max  44 juta 6:02  -6:07 indra metaliy 44 juta!,2025-10-09T03:54:34Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@AxvenMT,iphone 17 pro yg varian 1tb aja seharga motor nmax standar yg gw beli njir 😂😂,2025-10-09T03:52:23Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@prufpone121,Beli sapi aja dulu  3 ekor. Setelah beranak 2 jual anaknya baru beli si promax 😭😭😭,2025-10-09T03:46:52Z,0,Resmi Indonesia! iPhone 17 &amp; 17 Pro Harganya KACAU?! 
@iamcherishApplePro,"Harga Resmi udah rilis

iphone 17 256 GB 17,249,000
iphone air 256 GB 21,249,000
iphone 17 Pro 256 GB 23,749,000
iphone 17 Pro Max 256 GB 25.749,000",2025-10-09T04:21:09Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@OppoReno8-e1g,Kayak hp kentang😢,2025-10-17T12:50:36Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@rudiritonga17bandung,Mending beli samsung aja,2025-10-15T13:30:58Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@upeleon7863,ini kamahalan mana teknologi jaman purba pantasan insvestor nya pada cabut,2025-10-15T06:51:44Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@huzhshop,Bang mending 17 base model atau 16 pro,2025-10-09T13:43:48Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@alpinaprillian3645,Dikorea 17pm di korea varian 256gb cuma harga 2.070.000 won,2025-10-08T20:43:05Z,1,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@rinaldiray5578,"Saya yang setia pemakai seri basic dari iphone, karena sejujurnya saya bukan seorang profesional hehe.. Hidup 15 basic!!",2025-10-08T09:14:22Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@ad_wrnt,"Buat 17 base model selisih skitar 2,7jt sma harga UAE, dsini 3399 AED dg kurs rata2 4500, ada yg tau biaya cukai masuknya brpa klo bawa dr sini?",2025-10-08T05:28:44Z,1,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@ruslanlanlan005ruslanlanlan55,Bang coba buat perbedaan iphone 17 pm sma iphone 16 pm lebih lebih wort it mna dri segi design dll...,2025-10-08T04:44:36Z,1,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@124jks,bang dengan 16 pro vs 17 standar bagusan mana ya bg? pliss jawab bg bimbang parah,2025-10-08T03:35:37Z,1,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@HanisitSobarna,🤞😅,2025-10-08T02:46:51Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@akungoogle-o5y,"Design ip air itu yg gw impikan selamanini, tapi pas liat bnyak minus nya, gak jadi dah. Harga, kamera, esim, easy skip",2025-10-07T17:43:38Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@Respect0vidio,Akal akalan pemerintah ini masuk indo pajak nya gede kmaren gw beli aja ipone garanci China lagi kmaren di Beijing,2025-10-07T17:21:13Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@Respect0vidio,Orang cerdas ngapain beli Apple air,2025-10-07T17:17:20Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@Respect0vidio,Wkwkwk ini pada yang komen kalo bahas gadget pada lupa ya yang di bahas itu kan mahal,2025-10-07T17:15:39Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@liefuiliong29,"Abaikan harga kalau mau gengsi dan naikan status sosial...... Kalau yg tidak suka gengsi dan status sosial naik , Lebih baik untuk beli hal2 yg penting untuk keperluan sehari dari pada beli sebongkah alumunium dngn harga selangit",2025-10-07T16:50:38Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@Alwahdini08,Jujur dri design gue lebih suka ip 17 yg biasa. Tamlilan kameranya simpel ga menuhin layar belakangnyaa,2025-10-07T16:15:39Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@Nanda_Crist,"Harga paling pas itu 15jt untuk base model, bagi yng mau beli saran saya sabar tunggu beberapa bulan pasti bakal di diskon sama ibox, kebiasaan hype awal” dimahal”in disuruh bundling dll",2025-10-07T15:06:27Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@jackarter2354,"17 series hrg 18 juta ngerih harganya, klo gtu nyebrang ke android, masyarat indo terlalu di bodohi, pajak sangat tinggi, hrg di luar negeri g segtu",2025-10-07T11:45:44Z,1,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@bimasakti1075,Skip,2025-10-07T11:40:11Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@asaneketo-w1k,"mahal banget yg base model, kalau max di 16.000.000 masih oke lah",2025-10-07T11:06:16Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@dinirianty9160,Pingin 16 pro taun depan udah ga ada baru tapi😢,2025-10-07T10:06:12Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@ghonyw,koh minta barcode widgy nya dong😀,2025-10-07T09:22:46Z,1,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@Noarisingdelasion3162,Dengan kesadaran penuh gw memilh Oppo find x8 ultra,2025-10-07T09:17:14Z,2,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@rezamuhammad6575,"16 pro 128gb masih worth it gak ya? di store plus diskon bisa dapet 17,099,000 aja ini :')",2025-10-07T09:01:27Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@lucyy1717,Nunggu  harga turun dulu yg 17 base ( green/ purple ) msh pake 13 pm,2025-10-07T08:50:03Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@Memey5590,untuk airpods pro 3 nya kapan ya rilis masuk ke indo?,2025-10-07T07:28:52Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@desirahma6552,"Dengan kesadaran penuh gw beli 17 pm cosmic orange, PO di belanda dari tanggal 17 sept bru dikirim tgl 9 okt ini🤕",2025-10-07T07:27:29Z,1,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@BarbozaCapt,Hancur iphone 17 series kalau xiaomi 17 series masuk indo . iphone harus turunin harga mereka,2025-10-07T05:07:10Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@rikito99,"Gila juga ya base modelnya segitu harganya 😂

Udah hidup di third world country dengan upah yang minimum, kena punish lagi dengan patokan harga yang jauh lebih tinggi dibanding negara negara lain",2025-10-07T03:35:32Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@riskaayumi089,"Bener"" pajak di Negara Koruptor nih ga ngotak, dari ip 17 reguler $799 pajak hampir 5jt.
apalagi seri di atasnya 17 pro $1099 pajaknya hampir 7jt.

mau ga mau 16 pro aja deh",2025-10-06T23:10:26Z,1,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@kangmas703,Ijin tnya 17pro khusus Yg e-Sim only ada brp e-sim bisa aktif..?!...,2025-10-06T18:44:02Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@TernakLele2,"Bang out of topics, bajunya beli dimana bang?",2025-10-06T16:16:53Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@galihraditya753,Klo harga segitu gak masuk akal😂,2025-10-06T14:32:02Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@putrafajar88,Stay di 16 Pm aja ah gua 😂,2025-10-06T13:24:18Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@yussuxx,dih mahal amat padahal dari apple gak naikin harga di base modelnya walaupun 256gb,2025-10-06T11:53:27Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@Gilang.Pranamyaditya,"Pro max 26,5? Luar biasa hampir 4 juta naiknya 🤣",2025-10-06T09:31:55Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
@rickyakbar1119,"OKE...ini udah keputusan fix dari Gw...Good bye Samsung Galaxy A03 (1 jutaan), gw Pindah ke Iphone Pro Max 17 Kapasitas 1 TB (37 jutaan)...",2025-10-06T09:19:51Z,0,"RESMI RILIS 10 Oktober‼️ ini Harga iPhone 17, 17 Air &amp; 17 Pro di Indonesia"
